RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,TOTAL,TOTAL PAR 5 HOLES,TOTAL HOLE OUTS
T45,T42,Alex Noren,24,3,76,
T45,T42,Rob Oppenheim,32,3,106,
T45,T42,Cameron Percy,14,3,50,
T45,T42,Andrew Putnam,33,3,114,1
T45,T42,Ollie Schniederjans,34,3,112,1
T45,T42,Kyle Stanley,32,3,112,
T45,T42,Chris Stroud,38,3,128,1
T45,T42,Vaughn Taylor,39,3,120,1
T45,T42,Ethan Tracy,28,3,94,3
T45,T42,Kevin Tway,36,3,120,1
T45,T42,Harold Varner III,39,3,132,2
T80,T73,Matt Atkins,22,2,78,1
T80,T73,Sangmoon Bae,29,2,102,
T80,T73,Ricky Barnes,28,2,98,
T80,T73,Zac Blair,24,2,88,
T80,T73,Jonas Blixt,31,2,112,
T80,T73,Chad Campbell,39,2,134,
T80,T73,Patrick Cantlay,28,2,100,
T80,T73,K.J. Choi,22,2,74,
T80,T73,Luke Donald,21,2,68,1
T80,T73,Zecheng Dou,26,2,93,1
T80,T73,Tommy Fleetwood,16,2,48,
T80,T73,Rickie Fowler,20,2,64,
T80,T73,Brice Garnett,40,2,138,1
T80,T73,Lucas Glover,38,2,138,1
T80,T73,Fabián Gómez,36,2,120,
T80,T73,Retief Goosen,28,2,88,1
T80,T73,James Hahn,36,2,124,
T80,T73,Russell Henley,28,2,94,
T80,T122,J.B. Holmes,27,2,92,1
T80,T73,John Huh,40,2,126,1
T80,T73,Zach Johnson,28,2,90,
T80,T73,Chris Kirk,44,2,148,2
T80,T73,Kevin Kisner,25,2,78,1
T80,T122,Matt Kuchar,28,2,94,
T80,T73,Jamie Lovemark,36,2,120,
T80,999,Rory McIlroy,13,2,40,
T80,T73,Keith Mitchell,32,2,104,
T80,T73,Francesco Molinari,18,2,62,
T80,T73,Sean O'Hair,26,2,90,
T80,T73,C.T. Pan,37,2,122,
T80,T73,Pat Perez,32,2,116,
T80,T73,Scott Piercy,30,2,98,1
T80,T73,"Ted Potter, Jr.",33,2,112,1
T80,T73,Seamus Power,31,2,104,1
T80,T73,Jonathan Randolph,31,2,99,1
T80,T73,Chez Reavie,46,2,160,1
T80,T122,Patrick Reed,34,2,122,1
T80,T73,Patrick Rodgers,41,2,140,
T80,T73,Sam Ryder,30,2,102,
T80,T73,Xander Schauffele,34,2,116,
T80,T122,Adam Schenk,40,2,130,1
T80,T73,Ben Silverman,43,2,144,
T80,T73,Brandt Snedeker,25,2,86,
T80,T73,Brett Stegmaier,29,2,102,
T80,T73,Robert Streb,29,2,100,
T80,T73,Nick Taylor,41,2,148,1
T80,T122,Nick Watney,32,2,108,
T80,T73,Bubba Watson,27,2,86,
T80,T73,Richy Werenski,37,2,128,2
T80,T73,Aaron Wise,38,2,126,
T130,T122,Abraham Ancer,38,1,130,
T130,T122,Blayne Barber,27,1,82,
T130,T122,Dominic Bozzelli,24,1,74,1
T130,T122,Bronson Burgoon,25,1,84,
T130,T122,Jonathan Byrd,23,1,76,
T130,T122,Bud Cauley,33,1,118,1
T130,T122,Corey Conners,43,1,142,1
T130,T122,Jon Curran,17,1,52,1
T130,T122,Roberto Díaz,33,1,102,1
T130,T122,Jason Dufner,26,1,84,
T130,T122,Ernie Els,16,1,55,
T130,T122,Martin Flores,39,1,130,
T130,T122,Robert Garrigus,33,1,118,1
T130,T122,Cody Gribble,31,1,110,
T130,T122,Padraig Harrington,17,1,54,
T130,T122,David Hearn,22,1,80,
T130,T122,Morgan Hoffmann,23,1,73,
T130,T122,Billy Horschel,22,1,77,
T130,T122,Mackenzie Hughes,24,1,78,
T130,T122,Stephan Jaeger,39,1,130,1
T130,T122,Matt Jones,24,1,82,
T130,T122,Colt Knost,24,1,82,
T130,T122,Anirban Lahiri,30,1,98,
T130,T122,Rick Lamb,16,1,60,
T130,T122,Nate Lashley,27,1,86,
T130,T122,Danny Lee,29,1,102,
T130,T122,HaoTong Li,16,1,56,
T130,T122,Nicholas Lindheim,29,1,97,
T130,T122,David Lingmerth,25,1,81,1
T130,T122,Hunter Mahan,29,1,104,
T130,T122,Ben Martin,40,1,130,1
T130,T122,Denny McCarthy,23,1,80,
T130,T122,Graeme McDowell,27,1,90,
T130,T122,Maverick McNealy,16,1,62,
T130,T122,Trey Mullinax,25,1,90,
T130,T122,Geoff Ogilvy,19,1,64,
T130,T122,Rod Pampling,25,1,96,
T130,T122,Thomas Pieters,24,1,80,
T130,T122,Martin Piller,37,1,124,
T130,T122,Ian Poulter,16,1,56,
T130,,Justin Rose,16,1,60,1
T130,T122,Sam Saunders,32,1,104,
T130,T122,Charl Schwartzel,24,1,88,
T130,T122,Adam Scott,23,1,80,
T130,T122,J.J. Spaun,33,1,104,
T130,T122,Jordan Spieth,24,1,78,1
T130,T122,Scott Stallings,43,1,146,
T130,T122,Shawn Stefani,30,1,104,1
T130,T122,Kevin Streelman,42,1,146,1
T130,T122,Brian Stuard,40,1,128,
T130,T122,Daniel Summerhays,19,1,70,
T130,T122,Johnson Wagner,23,1,82,
T130,T122,Jimmy Walker,25,1,84,
T130,T122,Steve Wheatcroft,24,1,86,1
T130,T122,Andrew Yun,20,1,70,
