RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,PAR 4 BIRDIES OR BETTER,PAR 4 HOLES
T52,T63,Ken Duke,15,17.61,28,159
T52,T63,Hunter Mahan,29,17.61,53,301
54,65,J.J. Spaun,33,17.60,63,358
55,58,Danny Lee,29,17.55,53,302
56,56,Luke List,43,17.48,79,452
57,57,Jason Kokrak,42,17.46,77,441
T58,55,Tom Lovelady,35,17.44,64,367
T58,T48,Webb Simpson,32,17.44,60,344
60,45,Martin Laird,25,17.42,46,264
61,T68,Rafa Cabrera Bello,28,17.29,51,295
62,T70,Russell Henley,28,17.28,52,301
63,72,Morgan Hoffmann,23,17.27,43,249
64,67,Tom Hoge,43,17.21,79,459
65,74,James Hahn,36,17.15,65,379
66,44,Robert Garrigus,33,17.11,58,339
67,66,Bryson DeChambeau,31,17.07,56,328
68,77,Kyle Stanley,32,17.06,58,340
69,76,Scott Brown,45,17.05,81,475
70,86,Jason Dufner,26,17.02,48,282
71,60,C.T. Pan,37,17.01,67,394
72,T68,Martin Flores,39,16.99,70,412
73,53,Sam Saunders,32,16.81,57,339
74,82,David Hearn,22,16.74,38,227
75,T83,J.B. Holmes,27,16.73,47,281
76,T70,Bud Cauley,33,16.67,57,342
77,73,Tyler Duncan,36,16.62,64,385
T78,T89,Xander Schauffele,34,16.48,60,364
T78,T89,Michael Thompson,16,16.48,30,182
80,59,Aaron Baddeley,36,16.45,62,377
81,79,Si Woo Kim,40,16.43,69,420
82,85,Nick Watney,32,16.42,55,335
T83,93,Daniel Berger,30,16.36,54,330
T83,75,Charley Hoffman,26,16.36,45,275
85,94,Jonathan Byrd,23,16.33,40,245
86,81,Derek Fathauer,40,16.31,69,423
87,96,Emiliano Grillo,32,16.28,56,344
88,97,Kyle Thompson,20,16.27,34,209
89,T98,Wesley Bryan,30,16.25,52,320
90,95,Brian Stuard,40,16.08,69,429
91,92,Billy Hurley III,29,16.07,49,305
92,103,Lanto Griffin,28,16.05,48,299
93,T83,Matt Kuchar,28,16.04,47,293
T94,88,Charles Howell III,40,16.03,67,418
T94,87,Xinjun Zhang,37,16.03,63,393
96,113,Sam Ryder,30,15.97,50,313
97,T107,Kelly Kraft,41,15.94,69,433
98,T104,Patrick Cantlay,28,15.93,47,295
T99,101,Paul Casey,28,15.90,45,283
T99,78,Austin Cook,43,15.90,73,459
101,102,Beau Hossler,42,15.87,70,441
102,109,Cameron Percy,14,15.86,23,145
103,T98,Ben Silverman,43,15.82,72,455
104,110,Vaughn Taylor,39,15.76,67,425
105,112,Blayne Barber,27,15.75,46,292
106,111,Chris Stroud,38,15.72,64,407
107,80,Jimmy Walker,25,15.71,41,261
108,91,Rod Pampling,25,15.66,39,249
109,T122,William McGirt,32,15.65,54,345
T110,T115,HaoTong Li,16,15.48,26,168
T110,T115,Johnson Wagner,23,15.48,37,239
112,117,Bronson Burgoon,25,15.47,41,265
113,118,Nate Lashley,27,15.46,45,291
114,119,Ricky Barnes,28,15.36,45,293
115,T125,Scott Stallings,43,15.30,69,451
116,114,"Ted Potter, Jr.",33,15.27,53,347
117,121,Gavin Kyle Green,16,15.24,25,164
118,127,Cody Gribble,31,15.17,49,323
119,100,Keegan Bradley,32,15.09,51,338
120,T142,Brandt Snedeker,25,15.06,39,259
121,131,Roberto Díaz,33,15.04,54,359
122,T125,Richy Werenski,37,14.99,58,387
123,T142,Corey Conners,43,14.95,68,455
124,128,Troy Merritt,37,14.94,59,395
125,137,Maverick McNealy,16,14.91,24,161
T126,124,Mackenzie Hughes,24,14.90,38,255
T126,150,Trey Mullinax,25,14.90,38,255
128,130,Nick Taylor,41,14.89,63,423
129,145,Tyrone Van Aswegen,48,14.87,76,511
130,140,Thomas Pieters,24,14.84,38,256
131,133,John Huh,40,14.81,64,432
132,106,Colt Knost,24,14.74,37,251
133,T142,Sung Kang,38,14.72,58,394
134,T104,Chris Kirk,44,14.69,68,463
135,T122,Seamus Power,31,14.68,48,327
136,T148,J.T. Poston,25,14.67,38,259
137,138,Ryan Moore,24,14.62,38,260
138,120,Martin Piller,37,14.58,57,391
139,146,Harris English,32,14.53,50,344
140,129,Robert Streb,29,14.52,44,303
141,152,Joel Dahmen,35,14.51,55,379
142,153,Ethan Tracy,28,14.48,43,297
143,132,Patrick Rodgers,41,14.45,62,429
144,999,Rory McIlroy,13,14.39,20,139
T145,169,Sam Burns,18,14.36,27,188
T145,T157,Daniel Summerhays,19,14.36,28,195
T145,T157,Cameron Tringale,35,14.36,53,369
148,135,Talor Gooch,41,14.32,62,433
149,159,Anirban Lahiri,30,14.29,46,322
150,160,Conrad Shindler,24,14.23,36,253
151,161,Francesco Molinari,18,14.21,27,190
152,162,Ben Crane,25,14.18,37,261
153,163,K.J. Choi,22,14.16,33,233
154,T148,Michael Kim,30,14.15,45,318
155,164,Jhonattan Vegas,36,14.14,54,382
156,170,Kevin Streelman,42,14.12,62,439
157,147,Lucas Glover,38,14.10,55,390
158,151,Matt Every,39,14.04,58,413
159,139,Fabián Gómez,36,13.98,53,379
T160,141,Ryan Armour,45,13.93,67,481
T160,T183,Charl Schwartzel,24,13.93,34,244
T162,165,Smylie Kaufman,30,13.92,44,316
T162,136,Adam Scott,23,13.92,33,237
164,156,D.A. Points,31,13.90,46,331
165,168,Kevin Na,30,13.83,43,311
166,134,Billy Horschel,22,13.79,32,232
167,177,Graeme McDowell,27,13.78,39,283
168,173,Keith Mitchell,32,13.70,47,343
T169,189,J.J. Henry,28,13.65,40,293
T169,155,Rory Sabbatini,38,13.65,55,403
T169,181,Adam Schenk,40,13.65,58,425
172,171,Kevin Tway,36,13.61,52,382
173,174,Jonathan Randolph,31,13.55,45,332
174,167,Brice Garnett,40,13.43,56,417
175,154,Shane Lowry,20,13.40,28,209
T176,180,Andrew Putnam,33,13.33,46,345
T176,T178,Shawn Stefani,30,13.33,42,315
T178,176,Retief Goosen,28,13.25,40,302
T178,175,Ian Poulter,16,13.25,22,166
180,T178,Stephan Jaeger,39,13.14,54,411
181,182,Matt Atkins,22,13.10,30,229
182,T183,Abraham Ancer,38,13.07,52,398
183,185,Andrew Yun,20,12.92,27,209
184,186,Rob Oppenheim,32,12.90,44,341
185,188,Brett Stegmaier,29,12.87,39,303
186,187,Alex Cejka,29,12.67,38,300
187,191,Denny McCarthy,23,12.45,30,241
188,193,Jonas Blixt,31,12.31,40,325
189,190,Camilo Villegas,41,12.27,53,432
190,192,Chad Campbell,39,12.25,50,408
191,194,Zac Blair,24,12.15,30,247
192,195,Greg Chalmers,34,12.12,44,363
193,204,Sean O'Hair,26,11.90,32,269
194,T197,Rick Lamb,16,11.66,19,163
195,199,Steve Wheatcroft,24,11.65,29,249
196,200,Jim Herman,25,11.07,29,262
197,201,Ernie Els,16,10.98,18,164
198,202,Luke Donald,21,10.86,24,221
199,203,Jon Curran,17,10.75,20,186
200,196,Bill Haas,27,10.51,29,276
201,T197,Padraig Harrington,17,10.50,19,181
202,207,Sangmoon Bae,29,10.30,31,301
203,205,Zecheng Dou,26,10.07,27,268
204,206,Harold Varner III,39,9.76,40,410
205,209,Geoff Ogilvy,19,8.00,16,200
