RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,TOTAL,TOTAL PAR 5 HOLES,TOTAL HOLE OUTS
T106,T106,Derek Fathauer,81,4,234,1
T106,T106,Gonzalo Fernandez-Castaño,63,4,180,2
T106,T106,Mackenzie Hughes,106,4,326,1
T106,T106,John Huh,92,4,266,1
T106,T106,Si Woo Kim,80,4,245,
T106,T106,Patton Kizzire,84,4,230,
T106,T106,Rick Lamb,54,4,157,2
T106,T106,Spencer Levin,89,4,264,
T106,T106,Peter Malnati,91,4,262,
T106,T106,Graeme McDowell,56,4,180,
T106,T106,Troy Merritt,82,4,250,1
T106,T106,Francesco Molinari,75,4,230,3
T106,T106,C.T. Pan,88,4,264,1
T106,T106,Jonathan Randolph,68,4,205,3
T106,T106,Charl Schwartzel,63,4,186,
T106,T106,Adam Scott,58,4,186,1
T106,T106,Hudson Swafford,94,4,278,
T106,T106,Tyrone Van Aswegen,105,4,300,2
T106,T106,Camilo Villegas,76,4,222,1
T106,T106,Johnson Wagner,71,4,194,2
T106,T106,Jimmy Walker,68,4,204,1
T106,T106,Tim Wilkinson,64,4,178,2
T133,T133,Aaron Baddeley,61,3,198,1
T133,T133,Jason Bohn,75,3,214,1
T133,T133,Brian Campbell,55,3,166,1
T133,T133,Roberto Castro,70,3,226,
T133,T133,Ben Crane,86,3,241,
T133,T133,Bryson DeChambeau,91,3,263,1
T133,T133,Luke Donald,50,3,144,
T133,T133,Julián Etulain,68,3,200,1
T133,T133,Rickie Fowler,78,3,232,
T133,T133,Brad Fritsch,56,3,172,1
T133,T133,Jim Furyk,54,3,168,1
T133,T133,Fabián Gómez,61,3,188,1
T133,T133,Adam Hadwin,98,3,318,
T133,T133,Billy Horschel,88,3,242,2
T133,T133,Billy Hurley III,80,3,250,1
T133,T133,Ryo Ishikawa,56,3,188,1
T133,T133,Russell Knox,75,3,208,1
T133,T133,Danny Lee,93,3,279,
T133,T133,Nicholas Lindheim,58,3,183,
T133,T133,Shane Lowry,52,3,171,1
T133,T133,Ben Martin,86,3,248,2
T133,T133,Rory McIlroy,51,3,146,
T133,T133,Kevin Na,86,3,250,1
T133,T133,Ryan Palmer,61,3,154,1
T133,T133,Ian Poulter,72,3,208,1
T133,T133,Robert Streb,98,3,269,2
T133,T133,Jhonattan Vegas,95,3,282,
T133,T133,Steve Wheatcroft,51,3,154,1
T161,T161,Steven Alker,69,2,202,1
T161,T161,Ryan Blaum,100,2,297,
T161,T161,Steven Bowditch,59,2,176,
T161,T161,Greg Chalmers,75,2,228,
T161,T161,Harris English,84,2,224,
T161,T161,Retief Goosen,52,2,150,
T161,T161,Bill Haas,92,2,258,2
T161,T161,David Hearn,93,2,262,
T161,T161,Tom Hoge,54,2,148,1
T161,T161,Zach Johnson,81,2,234,2
T161,T161,Matt Jones,64,2,170,1
T161,T161,Michael Kim,94,2,270,
T161,T161,Chris Kirk,89,2,272,
T161,T161,Kelly Kraft,75,2,213,
T161,T161,Bryce Molder,74,2,240,2
T161,T161,Sebastián Muñoz,51,2,154,
T161,T161,Geoff Ogilvy,80,2,218,
T161,T161,Rod Pampling,71,2,220,
T161,T161,Sam Saunders,76,2,222,1
T161,T161,Brandt Snedeker,53,2,160,
T161,T161,Chris Stroud,67,2,172,2
T161,T161,Vaughn Taylor,90,2,259,1
T183,T183,Rafa Cabrera Bello,63,1,188,1
T183,T183,K.J. Choi,72,1,208,
T183,T183,Søren Kjeldsen,58,1,160,
T183,T183,Patrick Reed,107,1,316,
T183,T183,Patrick Rodgers,76,1,218,
T183,T183,Brian Stuard,93,1,282,
