Fighter,KD,Sig. str.,Sig. str. %,Total str.,Td,Td %,Sub. att,Pass,Rev.
,Donald Cerrone,,View
win,Yancy Medeiros,17,0,1,2,Welterweight,SUB,2,0:49
win,Josh Barnett,53,1,1,6,Heavyweight,SUB,3,2:53
win,Alexander Gustafsson,50,4,0,2,Light Heavyweight,U-DEC,3,5:00
win,Ryan Bader,13,0,0,0,Light Heavyweight,KO/TKO,2,2:06
win,Nick Hein,20,2,0,1,Lightweight,U-DEC,3,5:00
win,Jessin Ayari,70,0,0,0,Welterweight,S-DEC,3,5:00
win,Peter Sobotta,38,3,1,7,Welterweight,U-DEC,3,5:00
win,Ashlee Evans-Smith,73,2,0,3,Women's Bantamweight,KO/TKO,3,2:46
win,Taylor Lapilus,63,0,0,0,Bantamweight,U-DEC,3,5:00
draw,Jarjis Danho,52,1,0,1,Heavyweight,M-DEC,3,5:00
win,Jack Hermansson,88,1,0,1,Middleweight,U-DEC,3,5:00
win,Rustam Khabilov,24,2,0,0,Lightweight,U-DEC,3,5:00
win,Demian Maia,1,1,1,2,Welterweight,SUB,1,1:52
win,Anthony Pettis,53,0,1,2,Featherweight,SUB,3,1:49
win,Paige VanZant,25,0,0,0,Women's Strawweight,KO/TKO,2,0:17
win,Jim Miller,80,0,0,0,Lightweight,S-DEC,3,5:00
win,Sam Alvey,59,0,0,1,Middleweight,KO/TKO,2,4:56
win,Kyle Bochniak,41,1,0,1,Featherweight,S-DEC,3,5:00
win,Alessio Di Chirico,61,2,0,4,Middleweight,S-DEC,3,5:00
win,Felipe Silva,11,0,0,0,Lightweight,KO/TKO,1,1:13
win,Chad Laprise,17,0,0,0,Lightweight,KO/TKO,1,1:36
win,Jeremy Kennedy,27,5,0,0,Lightweight,U-DEC,3,5:00
win,Conor McGregor,164,0,0,0,Welterweight,M-DEC,5,5:00
win,Anthony Johnson,4,0,0,0,Light Heavyweight,KO/TKO,1,0:13
win,Donald Cerrone,45,1,1,0,Welterweight,KO/TKO,2,2:02
win,Mike Perry,31,0,0,3,Welterweight,KO/TKO,1,3:38
win,Tim Means,71,0,0,0,Welterweight,KO/TKO,2,2:56
win,Cody Garbrandt,12,0,0,0,Bantamweight,KO/TKO,1,0:48
win,Raquel Pennington,33,3,1,2,Women's Bantamweight,U-DEC,3,5:00
win,Artem Lobov,53,0,0,0,Featherweight,U-DEC,3,5:00
win,Cortney Casey,21,0,1,1,Women's Strawweight,SUB,1,4:34
win,Lorenz Larkin,32,0,0,0,Welterweight,KO/TKO,1,4:08
win,Colby Covington,26,6,0,12,Welterweight,KO/TKO,3,2:18
win,Marvin Vettori,10,1,1,0,Middleweight,SUB,1,4:30
win,Yair Rodriguez,120,1,0,0,Featherweight,S-DEC,5,5:00
win,Dennis Bermudez,48,5,0,1,Featherweight,U-DEC,3,5:00
win,Thales Leites,36,5,1,7,Middleweight,SUB,3,2:58
win,Santiago Ponzinibbio,58,0,0,0,Welterweight,U-DEC,3,5:00
win,Trevor Smith,42,4,2,10,Middleweight,U-DEC,3,5:00
win,Maryna Moroz,17,0,0,0,Women's Strawweight,S-DEC,3,5:00
win,Court McGee,15,4,1,2,Welterweight,U-DEC,3,5:00
win,Marcin Tybura,15,0,0,0,Heavyweight,KO/TKO,2,0:53
win,David Teymur,26,0,0,0,Lightweight,KO/TKO,2,1:25
win,Teruto Ishihara,13,0,0,0,Featherweight,KO/TKO,1,2:32
win,Cub Swanson,67,1,1,3,Featherweight,U-DEC,3,5:00
win,Justin Ledet,113,0,0,0,Heavyweight,U-DEC,3,5:00
win,Tyron Woodley,8,0,0,0,Welterweight,KO/TKO,1,2:12
win,Karolina Kowalkiewicz,84,0,0,2,Women's Strawweight,S-DEC,3,5:00
win,Jake Ellenberger,21,0,0,0,Welterweight,KO/TKO,1,1:46
win,Erik Perez,54,2,0,1,Bantamweight,U-DEC,3,5:00
win,Ryan Benoit,31,0,0,1,Flyweight,S-DEC,3,5:00
win,Nikita Krylov,60,0,0,0,Light Heavyweight,KO/TKO,2,0:40
win,Jorge Masvidal,113,1,0,0,Welterweight,U-DEC,3,5:00
win,Anthony Hamilton,9,0,0,0,Heavyweight,KO/TKO,1,0:14
win,Wilson Reis,4,3,1,3,Flyweight,SUB,1,1:49
draw,Michael Graves,9,3,0,5,Welterweight,M-DEC,3,5:00
win,Damien Brown,22,0,0,1,Lightweight,KO/TKO,1,2:27
win,Valentina Shevchenko,87,3,0,1,Women's Bantamweight,U-DEC,5,5:00
win,Edson Barboza,56,1,0,0,Lightweight,U-DEC,3,5:00
win,Francis Ngannou,8,0,0,0,Heavyweight,KO/TKO,1,1:34
win,Felice Herrig,13,1,1,2,Women's Strawweight,SUB,1,1:59
win,Eddie Wineland,42,0,0,0,Bantamweight,KO/TKO,3,1:54
win,Darren Elkins,33,5,0,0,Featherweight,U-DEC,3,5:00
win,Kamaru Usman,41,5,0,8,Welterweight,U-DEC,3,5:00
win,Michel Prazeres,48,7,1,4,Lightweight,U-DEC,3,5:00
win,Alex Oliveira,58,2,0,1,Welterweight,U-DEC,3,5:00
win,Jason Knight,76,1,0,0,Featherweight,S-DEC,3,5:00
win,Luis Henrique,20,1,1,2,Heavyweight,SUB,2,3:58
win,John Lineker,26,0,0,0,Bantamweight,KO/TKO,1,2:43
win,Tony Ferguson,66,0,3,0,Lightweight,SUB,2,2:22
win,Tim Boetsch,38,2,0,3,Middleweight,KO/TKO,2,3:49
win,Daniel Omielanczuk,26,1,0,1,Heavyweight,M-DEC,3,5:00
win,Keita Nakamura,41,0,1,3,Welterweight,SUB,2,4:59
win,Louis Smolka,82,3,7,7,Flyweight,KO/TKO,2,4:41
win,Katlyn Chookagian,45,0,0,0,Women's Bantamweight,U-DEC,3,5:00
win,Sam Alvey,8,0,1,0,Middleweight,SUB,1,2:43
win,Cortney Casey,19,2,0,3,Women's Strawweight,KO/TKO,1,2:36
win,Scott Holtzman,53,3,1,5,Lightweight,U-DEC,3,5:00
win,Rani Yahya,40,3,1,5,Bantamweight,SUB,3,4:19
win,Alex Nicholson,18,0,0,0,Middleweight,KO/TKO,1,4:57
win,Amanda Nunes,40,0,1,1,Women's Bantamweight,SUB,1,3:16
nc,Brock Lesnar,51,4,0,4,Heavyweight,Overturned,3,5:00
win,Daniel Cormier,33,3,0,3,Light Heavyweight,U-DEC,3,5:00
win,Jose Aldo,80,0,0,0,Featherweight,U-DEC,5,5:00
win,Cain Velasquez,50,1,0,1,Heavyweight,KO/TKO,1,4:57
win,Julianna Pena,12,2,1,6,Women's Bantamweight,U-DEC,3,5:00
win,Kelvin Gastelum,124,0,0,0,Welterweight,U-DEC,3,5:00
win,TJ Dillashaw,64,1,0,1,Bantamweight,U-DEC,3,5:00
win,Sage Northcutt,41,0,1,2,Lightweight,U-DEC,3,5:00
win,Joe Lauzon,22,0,0,0,Lightweight,KO/TKO,1,1:26
win,Gegard Mousasi,21,2,0,2,Middleweight,KO/TKO,1,4:32
win,Jim Miller,8,1,0,1,Lightweight,KO/TKO,1,2:18
win,Joanna Jedrzejczyk,176,1,0,0,Women's Strawweight,U-DEC,5,5:00
win,Andrew Sanchez,31,6,0,5,Light Heavyweight,U-DEC,3,5:00
win,Tatiana Suarez,16,3,1,0,Women's Strawweight,SUB,1,3:43
win,Will Brooks,80,1,0,1,Lightweight,U-DEC,3,5:00
win,Dooho Choi,4,0,0,0,Featherweight,KO/TKO,1,2:42
win,Joaquim Silva,6,0,0,0,Lightweight,KO/TKO,1,0:34
win,Gray Maynard,30,3,1,3,Featherweight,U-DEC,3,5:00
win,Matheus Nicolau,41,0,0,1,Flyweight,S-DEC,3,5:00
win,Josh Stansbury,61,0,0,5,Light Heavyweight,M-DEC,3,5:00
win,Cezar Ferreira,30,6,0,3,Middleweight,U-DEC,3,5:00
win,Kevin Lee,24,1,0,2,Lightweight,KO/TKO,1,4:06
win,Jingliang Li,6,1,0,1,Welterweight,KO/TKO,1,2:46
win,Eddie Alvarez,45,1,0,0,Lightweight,KO/TKO,1,3:49
win,Derrick Lewis,37,0,0,0,Heavyweight,S-DEC,3,5:00
win,Alan Jouban,86,0,0,2,Welterweight,U-DEC,3,5:00
win,Joe Duffy,3,0,1,2,Lightweight,SUB,1,0:25
win,Alberto Mina,16,2,0,0,Welterweight,KO/TKO,2,1:17
win,John Makdessi,84,0,0,0,Lightweight,S-DEC,3,5:00
win,Anthony Birchak,41,0,0,0,Bantamweight,S-DEC,3,5:00
win,Pedro Munhoz,14,1,1,0,Bantamweight,SUB,1,2:08
win,Felipe Arantes,3,0,1,0,Bantamweight,SUB,2,1:39
win,Gilbert Burns,13,1,1,1,Lightweight,SUB,1,4:57
win,Marco Beltran,20,0,1,1,Bantamweight,SUB,2,3:04
win,Vicente Luque,25,4,1,4,Welterweight,SUB,2,3:52
win,Stephen Thompson,110,0,0,0,Welterweight,U-DEC,5,5:00
win,Donald Cerrone,73,2,1,2,Welterweight,KO/TKO,3,2:35
win,Steve Bosse,93,1,0,3,Light Heavyweight,U-DEC,3,5:00
win,Olivier Aubin-Mercier,44,3,1,5,Lightweight,SUB,3,2:28
win,Joanne Calderwood,115,3,0,1,Women's Flyweight,KO/TKO,3,2:44
win,Jason Saggo,48,1,0,2,Lightweight,S-DEC,3,5:00
win,Misha Cirkunov,44,1,1,1,Light Heavyweight,SUB,3,1:22
win,Krzysztof Jotko,4,0,0,0,Middleweight,KO/TKO,1,0:59
win,Joe Soto,47,1,2,2,Bantamweight,SUB,3,3:39
win,Elias Theodorou,37,0,0,0,Middleweight,U-DEC,3,5:00
win,Randa Markos,86,1,1,0,Women's Strawweight,U-DEC,3,5:00
win,Colby Covington,19,5,1,6,Welterweight,SUB,3,0:54
win,Ali Bagautinov,90,5,0,6,Flyweight,U-DEC,3,5:00
win,Michael Bisping,21,0,0,0,Middleweight,KO/TKO,1,3:36
win,Dominick Cruz,87,3,0,2,Bantamweight,U-DEC,5,5:00
win,Max Holloway,103,0,2,2,Featherweight,U-DEC,3,5:00
win,Dan Henderson,13,0,0,0,Middleweight,KO/TKO,2,1:27
win,Dustin Poirier,36,0,0,0,Lightweight,KO/TKO,1,2:53
win,Brian Ortega,62,0,0,0,Featherweight,KO/TKO,3,4:40
win,Beneil Dariush,46,0,0,0,Lightweight,KO/TKO,1,4:16
win,Jessica Andrade,117,0,0,0,Women's Strawweight,KO/TKO,2,2:56
win,Alex Caceres,97,5,0,4,Featherweight,U-DEC,3,5:00
win,Sean Strickland,73,0,0,0,Welterweight,S-DEC,3,5:00
win,Henrique da Silva,81,0,0,2,Light Heavyweight,KO/TKO,2,4:11
draw,Kevin Casey,59,2,0,2,Middleweight,S-DEC,3,5:00
win,Polo Reyes,135,0,0,2,Lightweight,KO/TKO,3,1:52
win,Cody Garbrandt,21,0,0,0,Bantamweight,KO/TKO,1,2:53
win,Jeremy Stephens,55,0,0,0,Featherweight,U-DEC,3,5:00
win,Rick Story,58,0,0,0,Welterweight,U-DEC,3,5:00
win,Chris Camozzi,43,1,0,3,Middleweight,U-DEC,3,5:00
win,Lorenz Larkin,44,1,0,0,Welterweight,S-DEC,3,5:00
win,Paul Felder,41,0,0,0,Lightweight,U-DEC,3,5:00
win,Sara McMann,22,2,1,2,Women's Bantamweight,U-DEC,3,5:00
win,Abel Trujillo,35,3,0,0,Lightweight,U-DEC,3,5:00
win,Jake Collier,27,1,0,1,Middleweight,KO/TKO,2,1:06
win,Erik Koch,14,2,1,4,Lightweight,SUB,2,3:02
win,Bryan Caraway,9,3,0,5,Bantamweight,S-DEC,3,5:00
win,Adam Milstead,58,0,0,0,Heavyweight,KO/TKO,2,4:01
win,Stipe Miocic,20,0,0,0,Heavyweight,KO/TKO,1,2:47
win,Jacare Souza,39,1,0,4,Middleweight,KO/TKO,1,4:38
win,Cris Cyborg,26,0,0,1,Catch Weight,KO/TKO,1,1:21
win,Mauricio Rua,48,0,0,0,Light Heavyweight,S-DEC,3,5:00
win,Bryan Barberena,120,0,0,0,Welterweight,U-DEC,3,5:00
win,Demian Maia,17,3,2,5,Welterweight,SUB,3,4:31
win,Thiago Santos,16,0,0,0,Middleweight,KO/TKO,1,3:39
win,Francisco Trinaldo,117,2,0,3,Lightweight,U-DEC,3,5:00
win,John Lineker,80,1,0,4,Bantamweight,U-DEC,3,5:00
win,Rogerio Nogueira,30,0,0,0,Light Heavyweight,KO/TKO,1,4:52
draw,Sergio Moraes,28,0,1,5,Welterweight,S-DEC,3,5:00
win,Renato Moicano,44,0,0,1,Featherweight,S-DEC,3,5:00
win,Alistair Overeem,23,1,0,1,Heavyweight,KO/TKO,2,1:12
win,Stefan Struve,13,0,0,0,Heavyweight,KO/TKO,1,0:16
win,Gunnar Nelson,29,2,1,4,Welterweight,SUB,2,3:15
win,Germaine de Randamie,18,0,0,1,Women's Bantamweight,KO/TKO,1,3:46
win,Nikita Krylov,58,0,1,2,Light Heavyweight,SUB,2,3:11
win,Karolina Kowalkiewicz,119,0,0,1,Women's Strawweight,U-DEC,3,5:00
win,Rustam Khabilov,50,6,0,4,Lightweight,U-DEC,3,5:00
win,Magnus Cedenblad,21,0,0,0,Middleweight,KO/TKO,2,0:47
win,Josh Emmett,54,0,0,0,Lightweight,S-DEC,3,5:00
win,Reza Madadi,27,1,0,0,Lightweight,KO/TKO,3,1:56
win,Kyoji Horiguchi,72,6,0,6,Flyweight,U-DEC,3,5:00
win,Leon Edwards,24,2,1,7,Welterweight,U-DEC,3,5:00
win,Ulka Sasaki,7,4,1,5,Flyweight,SUB,2,3:30
win,Jon Jones,105,3,0,4,Light Heavyweight,U-DEC,5,5:00
win,Demetrious Johnson,21,0,0,0,Flyweight,KO/TKO,1,2:49
win,Edson Barboza,73,0,0,0,Lightweight,U-DEC,3,5:00
win,Robert Whittaker,89,0,0,0,Middleweight,U-DEC,3,5:00
win,Yair Rodriguez,25,2,0,3,Featherweight,KO/TKO,2,2:15
win,Sergio Pettis,61,2,0,2,Flyweight,U-DEC,3,5:00
win,Danny Roberts,60,0,0,0,Welterweight,U-DEC,3,5:00
win,Carla Esparza,28,5,0,4,Women's Strawweight,U-DEC,3,5:00
win,James Vick,94,0,0,0,Lightweight,U-DEC,3,5:00
win,Walt Harris,31,0,0,0,Heavyweight,KO/TKO,1,4:18
win,Marcos Rogerio de Lima,29,0,1,3,Light Heavyweight,SUB,1,4:35
win,Kevin Lee,64,1,1,1,Lightweight,U-DEC,3,5:00
win,Glover Teixeira,6,0,0,0,Light Heavyweight,KO/TKO,1,1:48
win,Rose Namajunas,46,2,0,0,Women's Strawweight,U-DEC,3,5:00
win,Khabib Nurmagomedov,75,2,0,7,Catch Weight,KO/TKO,2,3:38
win,Cub Swanson,83,0,0,1,Featherweight,U-DEC,3,5:00
win,Michael Chiesa,11,1,2,1,Lightweight,SUB,2,1:20
win,Raquel Pennington,75,0,0,0,Women's Bantamweight,S-DEC,3,5:00
win,Santiago Ponzinibbio,38,0,0,0,Welterweight,KO/TKO,1,4:15
win,Michael Graves,11,2,1,2,Welterweight,SUB,2,2:31
win,John Dodson,16,0,0,0,Bantamweight,KO/TKO,1,0:37
win,Cezar Ferreira,26,3,0,0,Middleweight,U-DEC,3,5:00
win,Elizeu Zaleski dos Santos,72,0,1,2,Welterweight,KO/TKO,3,3:03
win,Junior Dos Santos,157,0,0,0,Heavyweight,U-DEC,5,5:00
win,Derrick Lewis,17,0,0,0,Heavyweight,KO/TKO,1,4:48
win,Francis Ngannou,36,0,0,0,Heavyweight,KO/TKO,2,5:00
win,Tim Johnson,45,0,0,0,Heavyweight,U-DEC,3,5:00
win,Jan Blachowicz,98,4,0,4,Light Heavyweight,U-DEC,3,5:00
win,Maryna Moroz,35,1,1,3,Women's Strawweight,U-DEC,3,5:00
win,Zak Cummings,56,1,1,3,Welterweight,U-DEC,3,5:00
win,Alejandro Perez,48,0,0,1,Bantamweight,KO/TKO,1,4:04
win,Mairbek Taisumov,25,0,0,0,Lightweight,KO/TKO,1,3:44
win,Damian Stasiak,2,2,1,3,Bantamweight,SUB,1,2:16
win,Lucas Martins,30,0,0,0,Featherweight,S-DEC,3,5:00
win,Jared Cannonier,27,0,0,1,Heavyweight,KO/TKO,1,2:44
win,Bojan Velickovic,45,1,1,1,Middleweight,U-DEC,3,5:00
win,Mark Hunt,8,0,0,0,Heavyweight,KO/TKO,1,3:01
win,Neil Magny,148,1,2,5,Welterweight,KO/TKO,3,0:46
win,Jake Matthews,36,0,2,2,Lightweight,SUB,3,4:45
win,Daniel Kelly,37,0,0,1,Middleweight,KO/TKO,3,1:36
win,Steve Bosse,5,0,0,0,Light Heavyweight,KO/TKO,1,0:52
win,Bec Rawlings,77,1,0,1,Women's Strawweight,U-DEC,3,5:00
win,Alan Jouban,32,0,0,0,Welterweight,KO/TKO,1,2:15
win,Dan Hooker,5,0,1,1,Featherweight,SUB,1,1:24
win,Leslie Smith,62,0,0,0,Women's Bantamweight,U-DEC,3,5:00
win,Viscardi Andrade,38,5,1,3,Welterweight,U-DEC,3,5:00
win,Ross Pearson,52,0,0,0,Lightweight,S-DEC,3,5:00
win,Alan Patrick,25,5,1,10,Lightweight,U-DEC,3,5:00
win,Nate Diaz,77,1,2,1,Welterweight,SUB,2,4:12
win,Miesha Tate,40,2,2,3,Women's Bantamweight,SUB,5,3:30
win,Ilir Latifi,30,3,0,1,Light Heavyweight,U-DEC,3,5:00
win,Corey Anderson,55,1,0,1,Light Heavyweight,U-DEC,3,5:00
win,Amanda Nunes,39,2,2,4,Women's Bantamweight,U-DEC,3,5:00
win,Siyar Bahadurzada,84,3,1,4,Welterweight,SUB,3,4:11
win,Nordine Taleb,26,1,0,0,Welterweight,KO/TKO,2,1:34
win,Vitor Miranda,46,0,0,0,Middleweight,KO/TKO,2,1:09
win,Darren Elkins,104,7,0,4,Featherweight,U-DEC,3,5:00
win,Diego Sanchez,48,2,0,2,Lightweight,U-DEC,3,5:00
win,Jason Saggo,20,0,0,2,Lightweight,KO/TKO,1,4:31
win,Teruto Ishihara,27,0,0,1,Featherweight,KO/TKO,2,0:34
win,Michael Bisping,108,0,0,0,Middleweight,U-DEC,5,5:00
win,Gegard Mousasi,81,0,0,1,Middleweight,U-DEC,3,5:00
win,Tom Breese,32,0,1,2,Welterweight,U-DEC,3,5:00
win,Brad Pickett,39,3,0,3,Bantamweight,S-DEC,3,5:00
win,Makwan Amirkhani,32,4,0,10,Featherweight,U-DEC,3,5:00
win,Davey Grant,72,1,0,2,Bantamweight,U-DEC,3,5:00
win,Scott Askham,7,1,0,1,Middleweight,KO/TKO,1,4:45
win,Arnold Allen,31,4,0,1,Featherweight,U-DEC,3,5:00
win,Krzysztof Jotko,59,2,0,1,Middleweight,U-DEC,3,5:00
win,Rustam Khabilov,33,6,0,3,Lightweight,U-DEC,3,5:00
win,Daniel Omielanczuk,77,0,0,0,Heavyweight,M-DEC,3,1:31
win,Teemu Packalen,6,0,1,1,Lightweight,SUB,1,0:24
win,David Teymur,38,1,0,0,Lightweight,KO/TKO,2,1:26
win,Donald Cerrone,4,1,1,2,Welterweight,SUB,1,2:33
win,Derek Brunson,23,0,0,0,Middleweight,KO/TKO,1,2:38
win,Cody Garbrandt,11,0,0,0,Catch Weight,KO/TKO,1,4:18
win,Dennis Bermudez,61,4,1,2,Featherweight,U-DEC,3,5:00
win,Chris Camozzi,11,0,0,0,Middleweight,KO/TKO,1,0:26
win,James Krause,47,2,2,3,Lightweight,U-DEC,3,5:00
win,Sean Strickland,84,1,0,2,Welterweight,KO/TKO,3,4:25
win,Oluwale Bamgbose,8,0,0,0,Middleweight,KO/TKO,1,1:00
win,Anthony Smith,57,2,0,2,Middleweight,U-DEC,3,5:00
win,Nathan Coy,37,3,0,8,Welterweight,U-DEC,3,5:00
win,Ashlee Evans-Smith,55,1,0,0,Women's Bantamweight,S-DEC,3,5:00
win,Lauren Murphy,95,1,0,2,Women's Bantamweight,KO/TKO,3,4:55
win,Shamil Abdurakhimov,62,0,0,0,Heavyweight,U-DEC,3,5:00
win,Stephen Thompson,24,0,0,0,Welterweight,KO/TKO,1,3:31
win,Roy Nelson,42,0,0,0,Heavyweight,U-DEC,3,5:00
win,Ovince Saint Preux,51,1,0,1,Light Heavyweight,U-DEC,3,5:00
win,Joseph Benavidez,66,0,0,0,Flyweight,U-DEC,3,5:00
win,Misha Cirkunov,32,3,1,5,Light Heavyweight,SUB,2,1:28
win,Mike Pyle,75,1,0,0,Welterweight,KO/TKO,3,4:25
win,Joshua Burkman,57,3,0,1,Lightweight,U-DEC,3,5:00
win,Derrick Lewis,14,1,0,3,Heavyweight,KO/TKO,1,2:17
win,Justin Scoggins,57,4,0,6,Flyweight,U-DEC,3,5:00
win,Diego Rivas,5,1,0,0,Featherweight,KO/TKO,2,0:23
win,Mickey Gall,2,0,1,1,Welterweight,SUB,1,0:45
win,Alex White,78,3,0,2,Featherweight,U-DEC,3,5:00
win,Anthony Johnson,11,0,0,2,Light Heavyweight,KO/TKO,1,1:26
win,Ben Rothwell,35,0,1,0,Heavyweight,SUB,2,3:48
win,Jimmie Rivera,45,3,0,0,Bantamweight,U-DEC,3,5:00
win,Bryan Barberena,26,1,1,1,Welterweight,SUB,2,3:06
win,Tarec Saffiedine,54,0,0,1,Welterweight,U-DEC,3,5:00
win,Diego Ferreira,65,0,0,4,Lightweight,U-DEC,3,5:00
win,Rafael Natal,54,4,0,4,Middleweight,KO/TKO,3,3:37
win,Wilson Reis,48,9,0,7,Flyweight,U-DEC,3,5:00
win,Alexander Yakovlev,15,2,0,3,Welterweight,KO/TKO,1,3:59
win,Alex Caceres,74,1,0,0,Featherweight,U-DEC,3,5:00
win,Randy Brown,48,1,1,1,Welterweight,U-DEC,3,5:00
draw,Damon Jackson,44,0,0,0,Featherweight,M-DEC,3,5:00
win,Anthony Rocco Martin,60,2,1,2,Lightweight,SUB,3,3:02
win,Dominick Cruz,112,4,0,0,Bantamweight,S-DEC,5,5:00
win,Eddie Alvarez,42,6,0,2,Lightweight,S-DEC,3,5:00
win,Travis Browne,51,2,0,2,Heavyweight,KO/TKO,3,4:09
win,Francisco Trinaldo,51,1,0,0,Lightweight,U-DEC,3,5:00
win,Patrick Cote,42,0,1,2,Welterweight,KO/TKO,2,1:14
win,Ed Herman,47,0,0,0,Light Heavyweight,KO/TKO,2,1:39
win,Chris Wade,5,2,1,2,Lightweight,SUB,1,4:30
win,Luke Sanders,26,0,1,1,Featherweight,SUB,1,3:38
win,Paul Felder,46,2,3,1,Lightweight,SUB,3,3:56
win,Ilir Latifi,2,0,0,0,Light Heavyweight,KO/TKO,1,0:30
win,Charles Rosa,92,1,0,0,Featherweight,U-DEC,3,5:00
win,Rob Font,52,1,0,0,Bantamweight,KO/TKO,2,4:13
win,Francimar Barroso,57,1,0,0,Light Heavyweight,U-DEC,3,5:00
win,Robbie Lawler,92,0,0,0,Welterweight,S-DEC,5,5:00
win,Stipe Miocic,11,0,0,0,Heavyweight,KO/TKO,1,0:54
win,Albert Tumenov,76,0,0,0,Welterweight,S-DEC,3,5:00
win,Brian Ortega,29,0,2,1,Featherweight,SUB,3,1:37
win,Abel Trujillo,4,0,1,0,Lightweight,SUB,1,3:18
win,Michael McDonald,5,0,2,0,Bantamweight,SUB,2,2:09
win,Alex Morono,43,0,1,1,Welterweight,S-DEC,3,5:00
win,Justine Kish,72,3,0,5,Women's Strawweight,U-DEC,3,5:00
win,Drew Dober,36,5,0,5,Lightweight,U-DEC,3,5:00
win,Dustin Poirier,72,4,0,1,Lightweight,U-DEC,3,5:00
win,Michinori Tanaka,57,3,0,0,Bantamweight,S-DEC,3,5:00
win,Sheldon Westcott,33,1,0,2,Welterweight,KO/TKO,1,3:12
win,Rafael Dos Anjos,26,0,0,0,Lightweight,KO/TKO,1,1:06
win,Alistair Overeem,32,0,0,0,Heavyweight,KO/TKO,2,4:43
win,Nate Diaz,153,0,0,0,Lightweight,U-DEC,3,5:00
win,Karolina Kowalkiewicz,66,0,0,2,Women's Strawweight,U-DEC,3,5:00
win,Charles Oliveira,5,1,1,2,Featherweight,SUB,1,3:05
win,Nate Marquardt,16,0,0,0,Middleweight,KO/TKO,2,0:28
win,Valentina Shevchenko,32,4,0,1,Women's Bantamweight,S-DEC,3,5:00
win,Tamdan McCrory,39,2,1,5,Middleweight,SUB,3,4:10
win,Nik Lentz,59,3,2,1,Lightweight,S-DEC,3,5:00
nc,Cole Miller,28,0,0,0,Featherweight,CNC,2,1:34
win,Kamaru Usman,48,6,0,3,Welterweight,U-DEC,3,5:00
win,Vicente Luque,12,0,1,0,Welterweight,SUB,1,2:13
win,Francis Ngannou,25,0,0,0,Heavyweight,KO/TKO,2,2:53
