Fighter,KD,Sig. str.,Sig. str. %,Total str.,Td,Td %,Sub. att,Pass,Rev.
,Donald Cerrone,,View
win,Jan Blachowicz,97,1,0,0,Light Heavyweight,U-DEC,3,5:00
win,Tom Duquesnoy,67,0,0,0,Bantamweight,U-DEC,3,5:00
win,Leon Edwards,42,1,0,4,Welterweight,KO/TKO,3,4:59
win,Charles Byrd,11,1,1,3,Middleweight,SUB,1,3:58
win,Danny Roberts,4,0,0,0,Welterweight,KO/TKO,1,2:12
win,Danny Henry,2,0,1,0,Featherweight,SUB,1,0:39
win,Paul Craig,18,2,1,1,Light Heavyweight,SUB,3,4:59
win,Kajan Johnson,33,2,0,2,Lightweight,S-DEC,3,5:00
win,Dmitry Sosnovskiy,28,2,2,5,Heavyweight,SUB,2,4:29
win,Cris Cyborg,33,1,0,0,Women's Featherweight,KO/TKO,1,3:25
win,Brian Ortega,25,0,0,0,Featherweight,KO/TKO,1,4:44
win,Sean O'Malley,63,0,3,1,Bantamweight,U-DEC,3,5:00
win,Andrei Arlovski,46,4,0,2,Heavyweight,U-DEC,3,5:00
win,Ketlen Vieira,41,2,1,7,Women's Bantamweight,S-DEC,3,5:00
win,Mackenzie Dern,70,1,1,1,Women's Strawweight,S-DEC,3,5:00
win,Alexander Hernandez,8,0,0,1,Lightweight,KO/TKO,1,0:42
win,John Dodson,76,0,0,0,Bantamweight,S-DEC,3,5:00
win,CB Dollaway,13,0,0,0,Middleweight,DQ,1,5:00
win,Zak Ottow,22,0,0,0,Welterweight,KO/TKO,1,2:34
win,Cody Stamann,95,0,0,0,Bantamweight,S-DEC,3,5:00
win,Jordan Johnson,59,2,0,0,Light Heavyweight,S-DEC,3,5:00
win,Jeremy Stephens,24,0,0,0,Featherweight,KO/TKO,2,1:35
win,Jessica Andrade,92,10,0,8,Women's Strawweight,U-DEC,3,5:00
win,Ilir Latifi,25,0,1,0,Light Heavyweight,SUB,1,3:48
win,Max Griffin,78,0,0,0,Welterweight,U-DEC,3,5:00
win,Brian Kelleher,94,1,0,0,Bantamweight,U-DEC,3,5:00
win,Marion Reneau,23,0,1,0,Women's Bantamweight,SUB,2,3:40
win,Angela Hill,114,1,0,1,Women's Strawweight,U-DEC,3,5:00
win,Alan Jouban,78,0,0,1,Welterweight,KO/TKO,2,2:38
win,Sam Alvey,10,1,0,1,Light Heavyweight,KO/TKO,1,4:23
win,Rani Yahya,17,2,2,5,Bantamweight,SUB,3,2:32
win,Alex Perez,29,5,0,1,Flyweight,U-DEC,3,5:00
win,Manny Bermudez,12,1,3,4,Bantamweight,SUB,2,2:33
win,Donald Cerrone,28,0,0,0,Welterweight,KO/TKO,1,4:58
win,Derrick Lewis,30,1,0,2,Heavyweight,KO/TKO,3,2:48
win,James Vick,68,1,0,0,Lightweight,U-DEC,3,5:00
win,Curtis Millender,47,0,0,0,Welterweight,KO/TKO,2,4:17
win,Brandon Davis,114,0,0,1,Featherweight,U-DEC,3,5:00
win,Sage Northcutt,63,1,0,1,Lightweight,U-DEC,3,5:00
win,Diego Ferreira,29,0,0,2,Lightweight,KO/TKO,1,1:58
win,Geoff Neal,14,0,1,0,Welterweight,SUB,1,2:48
win,Roberto Sanchez,2,3,1,2,Flyweight,SUB,1,1:50
win,Lucie Pudilova,75,0,0,2,Women's Bantamweight,U-DEC,3,5:00
win,Alex Morono,7,0,1,0,Welterweight,SUB,1,2:12
win,Oskar Piechota,17,0,0,0,Middleweight,KO/TKO,1,1:54
win,Yoel Romero,45,0,0,0,Middleweight,KO/TKO,3,1:48
win,Curtis Blaydes,56,10,0,10,Heavyweight,U-DEC,3,5:00
win,Tai Tuivasa,38,0,0,0,Heavyweight,KO/TKO,1,2:18
win,Jake Matthews,63,2,1,4,Welterweight,U-DEC,3,5:00
win,Tyson Pedro,12,0,1,0,Light Heavyweight,SUB,1,3:54
win,Dong Hyun Ma,67,0,0,0,Lightweight,S-DEC,3,5:00
win,Israel Adesanya,52,0,0,0,Middleweight,KO/TKO,2,3:37
win,Alexander Volkanovski,73,2,0,4,Featherweight,KO/TKO,2,4:57
win,Jussier Formiga,27,2,1,4,Flyweight,SUB,3,1:43
win,Ross Pearson,58,0,0,0,Lightweight,U-DEC,3,5:00
win,Jose Quinonez,49,2,0,1,Bantamweight,U-DEC,3,5:00
win,Luke Jumeau,63,1,0,0,Welterweight,U-DEC,3,5:00
win,Lyoto Machida,62,0,0,0,Middleweight,S-DEC,5,5:00
win,Valentina Shevchenko,95,2,2,4,Women's Flyweight,SUB,2,4:25
win,Michel Prazeres,36,3,3,3,Lightweight,U-DEC,3,5:00
win,Tim Johnson,77,0,0,0,Heavyweight,U-DEC,3,5:00
win,Douglas Silva de Andrade,97,1,0,0,Bantamweight,U-DEC,3,5:00
win,Thiago Santos,58,0,0,0,Middleweight,KO/TKO,2,1:03
win,Sergio Moraes,87,0,0,0,Welterweight,S-DEC,3,5:00
win,Alan Patrick,28,9,0,6,Lightweight,U-DEC,3,5:00
win,Polyana Viana,12,1,3,4,Women's Strawweight,SUB,1,3:50
win,Iuri Alcantara,17,0,0,1,Bantamweight,KO/TKO,1,1:06
win,Deiveson Figueiredo,31,2,1,3,Flyweight,KO/TKO,2,4:34
win,Jacare Souza,9,0,0,0,Middleweight,KO/TKO,1,3:50
win,Andre Fili,80,4,0,1,Featherweight,S-DEC,3,5:00
win,Gregor Gillespie,34,1,0,7,Lightweight,KO/TKO,1,4:46
win,Drew Dober,145,0,0,0,Welterweight,U-DEC,3,5:00
win,Bobby Green,110,1,0,2,Lightweight,U-DEC,3,5:00
win,Mirsad Bektic,12,0,0,0,Featherweight,KO/TKO,1,2:47
win,Katlyn Chookagian,68,0,1,0,Women's Flyweight,U-DEC,3,5:00
win,Randa Markos,46,2,0,6,Women's Strawweight,U-DEC,3,5:00
win,Ji Yeon Kim,68,0,0,0,Women's Flyweight,S-DEC,3,5:00
win,Vinc Pichel,60,1,0,0,Lightweight,U-DEC,3,5:00
win,Niko Price,24,2,3,3,Welterweight,SUB,2,4:21
win,Cory Sandhagen,80,1,0,1,Featherweight,KO/TKO,2,3:48
win,Stipe Miocic,70,6,0,4,Heavyweight,U-DEC,5,5:00
win,Daniel Cormier,32,2,1,3,Light Heavyweight,KO/TKO,2,2:00
win,Calvin Kattar,85,0,0,0,Featherweight,KO/TKO,3,0:32
win,Gian Villante,74,0,0,0,Light Heavyweight,S-DEC,3,5:00
win,Rob Font,41,1,0,0,Bantamweight,KO/TKO,2,2:24
win,Kyle Bochniak,33,3,0,0,Featherweight,U-DEC,3,5:00
win,Abdul Razak Alhassan,13,0,0,0,Welterweight,KO/TKO,1,3:47
win,Dustin Ortiz,36,7,0,1,Flyweight,U-DEC,3,5:00
win,Julio Arce,72,0,0,0,Featherweight,U-DEC,3,5:00
win,Enrique Barzola,55,5,0,0,Featherweight,U-DEC,3,5:00
win,Islam Makhachev,3,0,0,0,Lightweight,KO/TKO,1,0:57
win,Jeremy Stephens,49,0,0,0,Featherweight,KO/TKO,2,2:36
win,Jessica-Rose Clark,55,2,1,4,Women's Flyweight,U-DEC,3,5:00
win,Kamaru Usman,50,8,0,7,Welterweight,U-DEC,3,5:00
win,Darren Elkins,18,1,1,2,Featherweight,SUB,2,2:22
win,James Krause,35,3,2,4,Lightweight,U-DEC,3,5:00
win,Polo Reyes,18,0,0,0,Lightweight,KO/TKO,1,1:00
win,Irene Aldana,70,1,0,6,Women's Bantamweight,U-DEC,3,5:00
win,Kyung Ho Kang,3,1,1,1,Bantamweight,SUB,1,4:53
win,Jessica Eye,25,3,6,3,Women's Flyweight,S-DEC,3,5:00
win,JJ Aldrich,54,1,0,1,Women's Strawweight,U-DEC,3,5:00
win,Mads Burnell,20,3,1,11,Featherweight,U-DEC,3,5:00
win,Cris Cyborg,118,0,0,0,Women's Featherweight,U-DEC,5,5:00
win,Khabib Nurmagomedov,89,4,0,4,Lightweight,U-DEC,3,5:00
win,Dan Hooker,17,2,1,1,Lightweight,SUB,3,0:42
win,Carla Esparza,48,2,1,0,Women's Strawweight,U-DEC,3,5:00
win,Neil Magny,32,6,0,1,Welterweight,U-DEC,3,5:00
nc,Khalil Rountree Jr.,52,0,1,0,Light Heavyweight,U-DEC,3,5:00
win,Myles Jury,41,2,0,2,Featherweight,U-DEC,3,5:00
draw,Marvin Vettori,66,0,2,1,Middleweight,M-DEC,3,5:00
win,Matheus Nicolau,87,3,2,6,Flyweight,U-DEC,3,5:00
win,Tim Elliott,12,1,2,6,Bantamweight,SUB,2,1:41
win,Rafael Dos Anjos,172,2,0,1,Welterweight,U-DEC,5,5:00
win,Josh Emmett,10,0,0,0,Featherweight,KO/TKO,1,4:33
win,Santiago Ponzinibbio,78,3,0,2,Welterweight,U-DEC,3,5:00
win,Glover Teixeira,13,1,1,2,Light Heavyweight,KO/TKO,1,2:45
win,Jan Blachowicz,50,4,0,2,Light Heavyweight,U-DEC,3,5:00
win,Julian Marquez,32,0,3,1,Middleweight,SUB,2,2:42
win,Chad Laprise,20,1,0,2,Welterweight,KO/TKO,1,4:10
win,Nordine Taleb,5,0,0,0,Welterweight,KO/TKO,1,0:59
win,John Makdessi,47,0,0,0,Lightweight,U-DEC,3,5:00
win,Alessio Di Chirico,6,1,0,0,Middleweight,KO/TKO,2,2:14
win,Jordan Mein,51,3,1,4,Welterweight,U-DEC,3,5:00
win,Brian Ortega,24,0,2,0,Featherweight,SUB,2,3:22
win,Gabriel Benitez,85,0,0,1,Featherweight,U-DEC,3,5:00
win,Marlon Moraes,7,0,0,0,Bantamweight,KO/TKO,1,1:07
win,Scott Holtzman,49,7,0,5,Lightweight,U-DEC,3,5:00
win,Eryk Anders,79,2,0,3,Middleweight,U-DEC,3,5:00
win,Benito Lopez,78,0,1,1,Bantamweight,U-DEC,3,5:00
win,Alexis Davis,23,1,2,2,Women's Flyweight,S-DEC,3,5:00
win,Andre Soukhamthath,20,0,0,0,Bantamweight,KO/TKO,2,1:06
win,Alex Perez,24,2,3,1,Bantamweight,SUB,2,1:54
win,Frankie Saenz,58,0,0,0,Bantamweight,S-DEC,3,5:00
win,Alejandro Perez,35,0,0,0,Bantamweight,U-DEC,3,5:00
win,Davi Ramos,55,5,1,5,Lightweight,SUB,3,0:50
win,Trevin Giles,70,0,0,0,Middleweight,KO/TKO,3,2:27
win,Max Holloway,174,0,0,1,Featherweight,KO/TKO,3,4:51
win,Francis Ngannou,6,0,0,0,Heavyweight,KO/TKO,1,1:42
win,Henry Cejudo,36,3,0,3,Flyweight,U-DEC,3,5:00
win,Eddie Alvarez,155,1,0,0,Lightweight,KO/TKO,3,3:59
win,Tecia Torres,95,1,0,1,Women's Strawweight,U-DEC,3,5:00
win,Paul Felder,31,0,0,2,Lightweight,KO/TKO,2,4:06
win,Yancy Medeiros,75,1,0,2,Welterweight,KO/TKO,3,2:02
win,David Teymur,52,1,0,0,Lightweight,U-DEC,3,5:00
win,Felice Herrig,76,1,0,1,Women's Strawweight,S-DEC,3,5:00
win,Amanda Cooper,40,1,1,9,Women's Strawweight,KO/TKO,2,4:34
win,Abdul Razak Alhassan,27,1,0,0,Welterweight,KO/TKO,1,4:21
win,Dominick Reyes,16,1,1,2,Light Heavyweight,SUB,1,3:39
win,Justin Willis,22,0,0,0,Heavyweight,KO/TKO,1,2:33
win,Nicco Montano,186,3,1,5,Women's Flyweight,U-DEC,5,5:00
win,Sean O'Malley,141,3,0,0,Bantamweight,U-DEC,3,5:00
win,Lauren Murphy,59,2,0,1,Women's Flyweight,S-DEC,3,5:00
win,Gerald Meerschaert,36,0,0,0,Middleweight,KO/TKO,2,2:18
draw,DeAnna Bennett,47,0,1,0,Women's Flyweight,M-DEC,3,5:00
win,Brett Johns,1,0,1,0,Bantamweight,SUB,1,0:30
win,Montana De La Rosa,6,0,1,0,Women's Flyweight,SUB,1,2:00
win,Ryan Janes,159,0,0,0,Middleweight,KO/TKO,3,0:58
win,Rachael Ostovich,3,1,1,1,Women's Flyweight,SUB,1,1:40
win,Shana Dobson,34,0,0,0,Women's Flyweight,KO/TKO,2,2:53
win,Gillian Robertson,2,1,1,2,Women's Flyweight,SUB,1,2:12
win,Kelvin Gastelum,14,0,0,0,Middleweight,KO/TKO,1,2:30
win,Jingliang Li,26,0,0,0,Welterweight,KO/TKO,1,2:57
win,Wang Guan,71,0,0,1,Featherweight,S-DEC,3,5:00
win,Alex Garcia,6,3,1,3,Welterweight,SUB,2,3:22
win,Zabit Magomedsharipov,34,11,1,10,Featherweight,SUB,3,4:30
win,Kenan Song,14,0,0,0,Welterweight,KO/TKO,1,0:15
win,Yan Xiaonan,96,0,0,0,Women's Strawweight,U-DEC,3,5:00
win,Song Yadong,8,0,1,0,Featherweight,SUB,1,4:16
win,Shamil Abdurakhimov,6,0,0,0,Heavyweight,KO/TKO,1,1:24
win,Gina Mazany,38,5,0,1,Women's Bantamweight,U-DEC,3,5:00
win,Rolando Dy,26,0,0,1,Featherweight,U-DEC,3,5:00
win,Cyril Asker,20,4,1,3,Heavyweight,SUB,2,2:33
win,Fabricio Werdum,155,1,0,2,Heavyweight,U-DEC,5,5:00
win,Jessica-Rose Clark,101,2,1,3,Women's Flyweight,S-DEC,3,5:00
win,Belal Muhammad,88,1,0,1,Welterweight,S-DEC,3,5:00
win,Jake Matthews,20,4,0,4,Welterweight,S-DEC,3,5:00
win,Elias Theodorou,118,0,0,0,Middleweight,U-DEC,3,5:00
win,Alexander Volkanovski,68,5,0,9,Catch Weight,U-DEC,3,5:00
win,Ryan Benoit,45,0,0,0,Flyweight,KO/TKO,3,2:38
win,Nik Lentz,34,0,1,1,Lightweight,SUB,2,2:05
win,Tai Tuivasa,22,0,0,0,Heavyweight,KO/TKO,1,4:35
win,Frank Camacho,154,1,0,1,Lightweight,S-DEC,3,5:00
win,Nadia Kassem,52,0,6,1,Women's Strawweight,U-DEC,3,5:00
win,Eric Shelton,86,5,0,4,Flyweight,U-DEC,3,5:00
win,Adam Wieczorek,42,0,0,1,Heavyweight,U-DEC,3,5:00
win,Dustin Poirier,53,5,0,3,Lightweight,KO/TKO,3,2:08
win,Matt Brown,18,0,0,0,Welterweight,KO/TKO,1,3:44
win,Andrei Arlovski,92,0,0,0,Heavyweight,U-DEC,3,5:00
win,Cezar Ferreira,47,2,0,1,Middleweight,S-DEC,3,5:00
win,Raphael Assuncao,46,0,0,0,Bantamweight,KO/TKO,3,1:50
win,Clay Guida,24,0,0,0,Lightweight,KO/TKO,1,1:07
win,Marlon Moraes,45,1,1,0,Bantamweight,S-DEC,3,5:00
win,Tatiana Suarez,71,4,0,13,Women's Strawweight,U-DEC,3,5:00
win,Sage Northcutt,79,3,0,1,Lightweight,U-DEC,3,5:00
win,Nina Ansaroff,143,0,0,0,Women's Strawweight,U-DEC,3,5:00
win,Sean Strickland,78,3,1,3,Welterweight,U-DEC,3,5:00
win,Jake Collier,94,0,0,0,Light Heavyweight,U-DEC,3,5:00
win,Karl Roberson,17,1,2,1,Middleweight,SUB,1,3:41
win,Georges St-Pierre,59,3,1,2,Middleweight,SUB,3,4:23
win,TJ Dillashaw,20,0,0,0,Bantamweight,KO/TKO,2,2:41
win,Rose Namajunas,15,0,0,0,Women's Strawweight,KO/TKO,1,3:03
win,Stephen Thompson,70,0,0,0,Welterweight,U-DEC,3,5:00
win,Paulo Costa,49,0,0,0,Middleweight,KO/TKO,2,1:23
win,James Vick,42,0,0,0,Lightweight,KO/TKO,2,4:59
win,Mark Godbeer,3,0,0,0,Heavyweight,DQ,1,4:29
win,Ovince Saint Preux,23,0,0,0,Light Heavyweight,KO/TKO,3,1:25
win,Randy Brown,41,1,0,2,Welterweight,U-DEC,3,5:00
win,Curtis Blaydes,39,4,0,1,Heavyweight,KO/TKO,2,1:39
win,Ricardo Ramos,42,3,0,1,Bantamweight,KO/TKO,3,1:58
win,Derek Brunson,10,0,0,0,Middleweight,KO/TKO,1,2:30
win,Colby Covington,88,0,0,0,Welterweight,U-DEC,3,5:00
win,Pedro Munhoz,20,0,1,1,Bantamweight,SUB,1,4:03
win,Francisco Trinaldo,63,1,0,2,Lightweight,U-DEC,3,5:00
win,Thiago Santos,28,0,0,0,Middleweight,KO/TKO,1,4:59
win,John Lineker,77,0,0,0,Bantamweight,U-DEC,3,5:00
win,Vicente Luque,61,0,1,0,Welterweight,SUB,2,4:08
win,Antonio Carlos Junior,11,1,1,3,Middleweight,SUB,1,4:30
win,Jared Gordon,101,2,0,4,Lightweight,U-DEC,3,5:00
win,Elizeu Zaleski dos Santos,84,0,0,1,Welterweight,U-DEC,3,5:00
win,Deiveson Figueiredo,19,1,5,0,Flyweight,S-DEC,3,5:00
win,Marcelo Golm,35,1,1,2,Heavyweight,SUB,1,2:08
win,Darren Till,24,0,0,0,Welterweight,KO/TKO,1,4:20
win,Karolina Kowalkiewicz,127,1,0,1,Women's Strawweight,U-DEC,3,5:00
win,Jan Blachowicz,33,1,1,1,Light Heavyweight,SUB,2,3:02
win,Oskar Piechota,56,1,3,3,Middleweight,U-DEC,3,5:00
win,Marcin Held,19,3,1,3,Lightweight,U-DEC,3,5:00
win,Brian Kelleher,79,1,1,3,Bantamweight,KO/TKO,3,3:39
win,Ramazan Emeev,38,1,0,0,Middleweight,U-DEC,3,5:00
win,Andre Fili,55,5,0,3,Featherweight,U-DEC,3,5:00
win,Warlley Alves,38,2,0,0,Welterweight,U-DEC,3,5:00
win,Aspen Ladd,26,1,0,2,Women's Bantamweight,KO/TKO,2,2:33
win,Josh Emmett,67,1,0,1,Featherweight,U-DEC,3,5:00
win,Tony Ferguson,54,0,2,0,Lightweight,SUB,3,4:02
win,Demetrious Johnson,64,8,2,19,Flyweight,SUB,5,3:15
win,Fabricio Werdum,0,1,1,2,Heavyweight,SUB,1,1:05
win,Mara Romero Borella,3,1,1,3,Women's Flyweight,SUB,1,2:54
draw,Beneil Dariush,81,0,0,2,Lightweight,M-DEC,3,5:00
win,Cody Stamann,66,4,0,2,Bantamweight,S-DEC,3,5:00
draw,Lando Vannata,104,4,1,1,Lightweight,S-DEC,3,5:00
win,Poliana Botelho,67,1,0,0,Women's Strawweight,U-DEC,3,5:00
win,Matt Schnell,38,0,1,0,Flyweight,U-DEC,3,5:00
win,John Moraga,8,0,0,0,Flyweight,KO/TKO,1,1:38
win,Brad Tavares,70,0,0,0,Middleweight,U-DEC,3,5:00
win,Ovince Saint Preux,0,0,1,3,Light Heavyweight,SUB,1,1:50
win,Jessica Andrade,141,4,0,5,Women's Strawweight,U-DEC,3,5:00
win,Dong Hyun Ma,13,0,0,0,Lightweight,KO/TKO,1,1:30
win,Gokhan Saki,40,0,0,0,Light Heavyweight,KO/TKO,1,4:45
win,Teruto Ishihara,50,2,0,2,Featherweight,U-DEC,3,5:00
win,Jussier Formiga,9,1,2,4,Flyweight,SUB,1,4:30
win,Keita Nakamura,27,2,0,2,Welterweight,S-DEC,3,5:00
win,Syuri Kondo,135,0,0,0,Women's Strawweight,S-DEC,3,5:00
win,Shinsho Anzai,51,1,0,1,Welterweight,U-DEC,3,5:00
win,Daichi Abe,63,1,0,1,Welterweight,U-DEC,3,5:00
win,Luke Rockhold,58,2,0,2,Middleweight,KO/TKO,2,4:05
win,Mike Perry,11,0,0,0,Welterweight,KO/TKO,1,1:19
win,Anthony Smith,35,0,0,0,Middleweight,KO/TKO,3,2:33
win,Gregor Gillespie,20,4,1,6,Lightweight,SUB,2,2:11
win,Kamaru Usman,16,0,0,0,Welterweight,KO/TKO,1,2:48
win,Justin Ledet,36,0,0,0,Heavyweight,S-DEC,3,5:00
win,Olivier Aubin-Mercier,20,4,0,6,Lightweight,S-DEC,3,5:00
win,Daniel Spitz,5,1,0,0,Heavyweight,KO/TKO,1,0:24
win,Uriah Hall,26,0,0,0,Middleweight,KO/TKO,2,2:25
win,Gilbert Burns,42,2,0,0,Lightweight,KO/TKO,2,4:55
win,Amanda Nunes,86,2,0,2,Women's Bantamweight,S-DEC,5,5:00
win,Rafael Dos Anjos,13,0,1,3,Welterweight,SUB,1,3:43
win,Henry Cejudo,34,2,0,0,Flyweight,KO/TKO,2,0:25
win,Ilir Latifi,44,4,0,4,Light Heavyweight,U-DEC,3,5:00
win,Jeremy Stephens,96,0,0,1,Featherweight,U-DEC,3,5:00
win,Ketlen Vieira,17,1,2,1,Women's Bantamweight,SUB,2,4:16
win,Sarah Moras,3,0,1,0,Women's Bantamweight,SUB,1,2:51
win,Rick Glenn,142,4,1,1,Featherweight,U-DEC,3,5:00
win,Alex White,57,0,0,0,Lightweight,KO/TKO,2,4:36
win,Arjan Bhullar,24,1,0,1,Heavyweight,U-DEC,3,5:00
win,Kajan Johnson,26,0,0,0,Lightweight,KO/TKO,3,0:49
win,Alexander Volkov,135,2,0,1,Heavyweight,KO/TKO,3,3:30
win,Siyar Bahadurzada,43,0,1,0,Middleweight,KO/TKO,2,3:10
win,Marion Reneau,57,0,5,2,Women's Bantamweight,KO/TKO,3,4:54
win,Leon Edwards,23,3,3,5,Welterweight,U-DEC,3,5:00
win,Darren Till,49,1,0,0,Welterweight,U-DEC,3,5:00
win,Mairbek Taisumov,2,0,0,0,Lightweight,KO/TKO,1,1:24
win,Michel Prazeres,26,4,1,15,Lightweight,SUB,3,1:26
win,Rustam Khabilov,34,3,0,0,Lightweight,U-DEC,3,5:00
win,Aleksandar Rakic,46,0,0,0,Light Heavyweight,U-DEC,3,5:00
win,Zabit Magomedsharipov,45,1,2,2,Featherweight,SUB,2,4:22
win,Abdul-Kerim Edilov,77,2,1,0,Light Heavyweight,KO/TKO,2,2:32
win,Thibault Gouti,41,0,0,0,Lightweight,KO/TKO,1,4:28
win,Sergio Pettis,76,0,0,0,Flyweight,U-DEC,5,5:00
win,Alexa Grasso,64,0,0,1,Women's Strawweight,S-DEC,3,5:00
win,Niko Price,10,0,0,1,Welterweight,KO/TKO,1,1:44
win,Humberto Bandenay,5,0,0,0,Featherweight,KO/TKO,1,0:26
win,Sam Alvey,40,0,0,0,Middleweight,S-DEC,3,5:00
win,Alejandro Perez,44,1,0,1,Bantamweight,S-DEC,3,5:00
win,Jack Hermansson,38,1,0,2,Middleweight,KO/TKO,1,3:50
win,Dustin Ortiz,8,0,0,0,Flyweight,KO/TKO,1,0:15
win,Rani Yahya,3,1,2,2,Bantamweight,SUB,1,2:01
win,Jose Quinonez,59,1,0,2,Bantamweight,U-DEC,3,5:00
win,Joseph Morales,12,0,1,1,Flyweight,SUB,1,3:56
win,Jordan Rinaldi,6,0,1,1,Lightweight,SUB,1,2:01
nc,Daniel Cormier,58,0,0,0,Light Heavyweight,Overturned,3,3:01
win,Tyron Woodley,57,0,0,0,Welterweight,U-DEC,5,5:00
win,Cris Cyborg,74,0,0,0,Women's Featherweight,KO/TKO,3,1:56
win,Robbie Lawler,77,0,0,0,Welterweight,U-DEC,3,5:00
win,Volkan Oezdemir,12,0,0,0,Light Heavyweight,KO/TKO,1,0:42
win,Ricardo Lamas,42,1,0,2,Featherweight,KO/TKO,1,4:34
win,Aljamain Sterling,71,1,0,1,Catch Weight,U-DEC,3,5:00
win,Brian Ortega,65,0,1,0,Featherweight,SUB,3,2:59
win,Calvin Kattar,75,2,0,0,Featherweight,U-DEC,3,5:00
win,Alexandra Albu,82,5,0,2,Women's Strawweight,U-DEC,3,5:00
win,Jarred Brooks,27,5,1,1,Flyweight,S-DEC,3,5:00
win,Drew Dober,15,0,0,0,Lightweight,KO/TKO,1,3:04
win,Chris Weidman,36,7,2,5,Middleweight,SUB,3,3:45
win,Darren Elkins,70,3,2,2,Featherweight,S-DEC,3,5:00
win,Patrick Cummins,86,1,0,0,Light Heavyweight,S-DEC,3,5:00
win,Jimmie Rivera,70,2,0,0,Bantamweight,U-DEC,3,5:00
win,Elizeu Zaleski dos Santos,83,1,0,0,Welterweight,S-DEC,3,5:00
win,Eryk Anders,23,1,0,2,Middleweight,KO/TKO,1,2:54
win,Alex Oliveira,8,0,1,0,Welterweight,KO/TKO,2,1:50
win,Chase Sherman,111,0,0,0,Heavyweight,U-DEC,3,5:00
win,Jeremy Kennedy,41,8,0,4,Featherweight,U-DEC,3,5:00
win,Marlon Vera,5,0,2,0,Bantamweight,SUB,1,2:18
win,Junior Albini,21,0,0,0,Heavyweight,KO/TKO,1,2:51
win,Shane Burgos,102,1,0,0,Featherweight,U-DEC,3,5:00
win,Chris Wade,23,3,2,7,Lightweight,U-DEC,3,5:00
win,Santiago Ponzinibbio,7,0,0,0,Welterweight,KO/TKO,1,1:22
win,Cynthia Calvillo,54,2,2,2,Women's Strawweight,U-DEC,3,5:00
win,Paul Felder,23,0,0,1,Lightweight,KO/TKO,1,3:57
win,Jack Marshman,75,0,0,0,Middleweight,U-DEC,3,5:00
win,Khalil Rountree Jr.,15,0,0,0,Light Heavyweight,KO/TKO,1,4:56
win,Justin Willis,52,3,0,2,Heavyweight,U-DEC,3,5:00
win,Danny Roberts,24,0,0,0,Welterweight,KO/TKO,2,3:59
win,Alexandre Pantoja,119,1,1,2,Flyweight,SUB,3,2:31
win,Galore Bofando,10,1,0,0,Welterweight,KO/TKO,1,2:10
win,Danny Henry,93,1,2,8,Lightweight,U-DEC,3,5:00
win,Brett Johns,56,3,1,2,Bantamweight,U-DEC,3,5:00
win,Leslie Smith,101,0,0,0,Women's Bantamweight,KO/TKO,2,2:53
win,Robert Whittaker,74,0,0,1,Middleweight,U-DEC,5,5:00
win,Alistair Overeem,21,0,0,0,Heavyweight,M-DEC,3,5:00
win,Curtis Blaydes,72,0,0,0,Heavyweight,U-DEC,3,5:00
win,Anthony Pettis,80,1,0,5,Lightweight,U-DEC,3,5:00
win,Rob Font,70,2,3,2,Bantamweight,SUB,2,4:36
win,Aleksei Oleinik,53,3,2,3,Heavyweight,SUB,2,3:44
win,Chad Laprise,76,1,0,0,Welterweight,KO/TKO,3,1:27
win,Thiago Santos,60,0,0,2,Middleweight,KO/TKO,2,2:04
win,Belal Muhammad,45,4,0,3,Welterweight,U-DEC,3,5:00
win,Cody Stamann,94,8,0,6,Featherweight,U-DEC,3,5:00
win,Trevin Giles,41,5,0,6,Light Heavyweight,KO/TKO,2,2:54
win,Justin Gaethje,104,0,0,0,Lightweight,KO/TKO,2,4:48
win,Jesse Taylor,21,2,2,5,Welterweight,SUB,2,0:43
win,Drakkar Klose,39,3,0,1,Lightweight,S-DEC,3,5:00
win,Jared Cannonier,84,1,0,1,Light Heavyweight,KO/TKO,3,2:08
win,Brad Tavares,31,1,0,2,Middleweight,U-DEC,3,5:00
win,Jordan Johnson,42,2,0,0,Light Heavyweight,U-DEC,3,5:00
win,Angela Hill,47,1,0,0,Women's Strawweight,U-DEC,3,5:00
win,James Krause,106,0,0,0,Welterweight,U-DEC,3,5:00
win,CB Dollaway,54,6,1,5,Light Heavyweight,U-DEC,3,5:00
win,Tecia Torres,15,0,1,1,Women's Strawweight,SUB,2,0:53
win,Gray Maynard,16,11,2,6,Featherweight,U-DEC,3,5:00
win,Kevin Lee,22,1,1,1,Lightweight,SUB,1,4:37
win,Tim Boetsch,41,0,0,0,Middleweight,KO/TKO,2,0:46
win,Felice Herrig,47,2,1,15,Women's Strawweight,U-DEC,3,5:00
win,Dominick Reyes,13,0,0,0,Light Heavyweight,KO/TKO,1,0:29
win,Tim Means,64,0,0,0,Welterweight,U-DEC,3,5:00
win,Dennis Siver,103,0,0,0,Featherweight,M-DEC,3,5:00
win,Clay Guida,38,2,0,4,Lightweight,U-DEC,3,5:00
win,Marvin Vettori,69,3,0,3,Middleweight,U-DEC,3,5:00
win,Carla Esparza,40,6,0,0,Women's Strawweight,U-DEC,3,5:00
win,Darrell Horcher,37,0,2,3,Lightweight,S-DEC,3,5:00
win,Jared Gordon,67,4,0,5,Featherweight,KO/TKO,2,4:24
