RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,PAR 4 BIRDIES OR BETTER,PAR 4 HOLES
T113,T127,Ben Silverman,30,17.03,54,317
115,129,JosÃ© de JesÃºs RodrÃ­guez,35,16.98,63,371
T116,T130,Branden Grace,28,16.96,49,289
T116,T130,Kramer Hickok,37,16.96,67,395
T116,T130,Tom Lovelady,17,16.96,29,171
119,T137,Bud Cauley,33,16.95,60,354
120,T107,Graeme McDowell,29,16.94,52,307
T121,122,Hunter Mahan,36,16.89,64,379
T121,134,Trey Mullinax,34,16.89,62,367
123,T91,Jhonattan Vegas,34,16.85,61,362
124,124,Sam Burns,35,16.84,63,374
125,136,Kelly Kraft,31,16.82,56,333
126,125,Scott Stallings,33,16.81,57,339
T127,94,Kiradech Aphibarnrat,26,16.79,46,274
T127,120,Brice Garnett,37,16.79,67,399
129,119,Carlos Ortiz,38,16.75,68,406
130,95,Patrick Rodgers,39,16.71,70,419
T131,126,Ryan Blaum,45,16.67,80,480
T131,186,Francesco Molinari,16,16.67,28,168
133,135,Joel Dahmen,40,16.51,71,430
T134,151,Austin Cook,24,16.47,42,255
T134,T143,Denny McCarthy,31,16.47,55,334
136,133,Kevin Streelman,37,16.45,64,389
137,118,Bronson Burgoon,27,16.43,47,286
138,145,Robert Streb,38,16.34,66,404
T139,T148,SebastiÃ¡n MuÃ±oz,38,16.30,66,405
T139,152,Brandt Snedeker,39,16.30,66,405
141,139,Richy Werenski,37,16.28,64,393
142,165,Andrew Landry,30,16.26,53,326
143,162,Charley Hoffman,26,16.10,43,267
144,142,Ryan Moore,30,16.03,50,312
145,155,Seth Reeves,34,15.98,58,363
146,156,Troy Merritt,22,15.97,38,238
147,157,Chris Thompson,24,15.92,39,245
148,159,Adam Svensson,35,15.90,59,371
149,160,Kevin Tway,32,15.88,54,340
150,161,FabiÃ¡n GÃ³mez,30,15.87,50,315
151,154,Bubba Watson,22,15.83,38,240
152,195,Brendan Steele,30,15.81,49,310
153,141,Scott Brown,40,15.78,68,431
154,163,Brandon Hagy,17,15.73,28,178
155,153,Hudson Swafford,39,15.71,66,420
T156,999,Matthew Fitzpatrick,15,15.69,24,153
T156,184,Chris Kirk,35,15.69,59,376
158,T146,Jason Dufner,31,15.66,52,332
159,167,Charl Schwartzel,20,15.64,33,211
160,166,Hideki Matsuyama,32,15.59,53,340
161,169,Alex Noren,20,15.57,33,212
T162,170,Grayson Murray,28,15.54,46,296
T162,140,Pat Perez,33,15.54,53,341
164,T148,Chris Stroud,28,15.52,45,290
165,T146,Adam Long,29,15.51,47,303
166,171,Rory Sabbatini,31,15.32,51,333
167,178,Ollie Schniederjans,38,15.27,62,406
T168,T143,Daniel Berger,18,15.26,29,190
T168,173,Tyler Duncan,41,15.26,67,439
T168,168,Ernie Els,30,15.26,49,321
171,174,Sepp Straka,26,15.24,41,269
172,164,Harris English,42,15.20,69,454
173,175,Derek Fathauer,16,15.15,25,165
T174,T176,JuliÃ¡n Etulain,34,15.04,54,359
T174,T176,Sean O'Hair,23,15.04,37,246
176,179,John Huh,33,15.01,53,353
177,180,Kevin Na,28,14.97,44,294
178,181,Alex Cejka,25,14.94,39,261
179,150,Martin Trainer,32,14.93,50,335
180,182,Sangmoon Bae,26,14.91,41,275
181,183,Alex Prugh,33,14.90,52,349
182,185,Ben Crane,24,14.86,37,249
183,187,Michael Kim,33,14.78,51,345
184,172,Sam Saunders,35,14.71,55,374
185,T188,Matt Jones,37,14.68,58,395
186,190,Billy Horschel,40,14.62,62,424
T187,T192,Chad Campbell,13,14.50,19,131
T187,T192,Doug Ghim,13,14.50,19,131
189,194,Roberto DÃ­az,25,14.45,38,263
190,196,James Hahn,34,14.37,51,355
191,197,Kyle Jones,33,14.16,50,353
T192,T198,Dylan Frittelli,27,14.04,40,285
T192,T198,John Senden,23,14.04,33,235
T194,T200,Freddie Jacobson,23,13.94,35,251
T194,T200,Davis Love III,23,13.94,35,251
196,191,Sung Kang,41,13.90,61,439
197,202,Stephan Jaeger,37,13.85,55,397
198,203,Chad Collins,18,13.81,25,181
199,204,Jim Knous,31,13.76,45,327
200,205,Ricky Barnes,13,13.74,18,131
201,T188,Danny Willett,23,13.45,32,238
202,207,Wes Roach,28,13.31,39,293
203,206,Brian Harman,35,13.30,50,376
204,208,Tyrone Van Aswegen,16,13.04,21,161
205,999,Martin Kaymer,14,12.99,20,154
206,209,Bill Haas,33,12.86,45,350
207,210,J.J. Henry,22,12.66,29,229
208,211,Cody Gribble,30,12.54,40,319
209,213,Joey Garber,24,12.35,31,251
210,214,Max Homa,33,12.11,43,355
211,215,Seamus Power,27,12.07,35,290
212,216,Brady Schnell,24,11.95,30,251
213,218,Kyle Stanley,30,11.88,38,320
214,212,Jimmy Walker,31,11.55,38,329
215,219,Mackenzie Hughes,26,11.11,31,279
216,220,John Catlin,19,10.88,21,193
217,221,D.A. Points,26,7.33,20,273
