RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,PAR 5 BIRDIES OR BETTER,PAR 5 HOLES
97,109,Nick Taylor,34,47.50,57,120
98,108,Martin Trainer,22,47.37,36,76
99,97,Martin Laird,30,47.22,51,108
100,87,Abraham Ancer,32,47.17,50,106
101,T95,Grayson Murray,24,47.13,41,87
102,111,J.J. Spaun,39,47.06,64,136
T103,T114,Robert Streb,30,47.00,47,100
T103,101,Harold Varner III,30,47.00,47,100
105,T112,Ryan Palmer,26,46.88,45,96
106,T114,Roberto Castro,26,46.81,44,94
107,62,C.T. Pan,34,46.72,57,122
T108,T117,Graeme McDowell,18,46.67,28,60
T108,83,J.T. Poston,36,46.67,56,120
T108,T130,Brendan Steele,24,46.67,42,90
111,T63,Jimmy Walker,25,46.43,39,84
112,T123,Kevin Tway,30,46.30,50,108
113,157,Patrick Cantlay,22,46.25,37,80
114,110,Scott Stallings,29,46.23,49,106
T115,T105,Jim Furyk,16,46.15,24,52
T115,T121,Nicholas Lindheim,14,46.15,24,52
T115,134,"Ted Potter, Jr.",31,46.15,48,104
T118,129,Patrick Rodgers,31,46.08,47,102
T118,T123,Adam Svensson,29,46.08,47,102
120,92,Rafa Cabrera Bello,20,46.05,35,76
121,125,Tom Lovelady,13,46.00,23,50
122,126,Sepp Straka,20,45.95,34,74
123,127,JosÃ© de JesÃºs RodrÃ­guez,29,45.92,45,98
124,119,Sam Burns,28,45.74,43,94
125,120,Brandon Harkins,35,45.69,53,116
126,T105,Ryan Moore,26,45.65,42,92
127,107,Jim Knous,24,45.24,38,84
128,132,Wes Roach,24,45.12,37,82
129,162,Ollie Schniederjans,30,44.90,44,98
130,142,Kevin Na,22,44.87,35,78
131,140,Scott Brown,30,44.79,43,96
132,T177,Louis Oosthuizen,10,44.74,17,38
133,T135,Brice Garnett,33,44.55,49,110
T134,T137,Chad Collins,14,44.44,24,54
T134,T179,Freddie Jacobson,17,44.44,24,54
T134,T130,Charl Schwartzel,12,44.44,20,45
T134,T137,Roger Sloan,27,44.44,40,90
138,133,Carlos Ortiz,32,44.34,47,106
139,116,Pat Perez,29,44.23,46,104
140,139,Kevin Kisner,22,44.12,30,68
141,T135,Andrew Putnam,32,43.97,51,116
142,128,Ernie Els,24,43.90,36,82
143,158,Ryan Armour,34,43.86,50,114
144,151,Kyoung-Hoon Lee,32,43.75,49,112
145,T155,Vaughn Taylor,32,43.52,47,108
T146,T168,Branden Grace,24,43.33,39,90
T146,T152,Jhonattan Vegas,26,43.33,39,90
T148,T146,Chesson Hadley,28,43.14,44,102
T148,T146,SebastiÃ¡n MuÃ±oz,30,43.14,44,102
150,148,John Catlin,19,43.06,31,72
T151,T149,John Chin,24,43.02,37,86
T151,T143,Andrew Landry,26,43.02,37,86
153,T173,Jason Kokrak,28,43.00,43,100
154,181,Seamus Power,25,42.86,36,84
155,167,Jonas Blixt,32,42.73,47,110
T156,T168,Keegan Bradley,28,42.71,41,96
T156,T155,Patton Kizzire,29,42.71,41,96
T158,194,Aaron Baddeley,23,42.50,34,80
T158,145,Sangmoon Bae,24,42.50,34,80
T160,T160,Stewart Cink,20,42.42,28,66
T160,T160,Roberto DÃ­az,19,42.42,28,66
162,T164,Alex Noren,14,42.31,22,52
163,163,Peter Uihlein,28,42.27,41,97
164,T152,Kyle Stanley,22,42.11,32,76
165,166,Doug Ghim,13,42.00,21,50
166,141,Anders Albertson,31,41.51,44,106
167,170,Martin Piller,16,41.38,24,58
T168,171,Billy Horschel,28,41.35,43,104
T168,T152,Hunter Mahan,30,41.35,43,104
170,T183,Scott Langley,34,41.07,46,112
171,172,Corey Conners,24,41.03,32,78
T172,182,Jason Dufner,26,40.91,36,88
T172,T173,FabiÃ¡n GÃ³mez,26,40.91,36,88
T172,T195,Russell Henley,28,40.91,36,88
175,159,Chris Stroud,26,40.86,38,93
176,T149,Kramer Hickok,29,40.82,40,98
177,175,Sean O'Hair,23,40.79,31,76
178,176,Ben Silverman,24,40.70,35,86
179,T195,Adam Long,23,40.24,33,82
180,189,Brian Harman,31,40.20,41,102
181,188,John Senden,19,40.00,28,70
182,T179,Brian Stuard,40,39.86,55,138
183,187,Tom Hoge,34,39.66,46,116
184,197,Kyle Jones,29,39.58,38,96
185,199,Chase Wright,32,39.42,41,104
186,185,Ben Crane,18,39.39,26,66
187,186,Brandon Hagy,15,39.29,22,56
188,T183,Peter Malnati,27,39.13,36,92
189,T206,Curtis Luck,22,38.75,31,80
T190,211,Alex Cejka,25,38.64,34,88
T190,198,Charley Hoffman,24,38.64,34,88
T190,T191,Josh Teater,25,38.64,34,88
193,190,Anirban Lahiri,21,38.24,26,68
194,T191,Tyrrell Hatton,14,38.00,19,50
195,193,Joaquin Niemann,32,37.96,41,108
196,T203,J.B. Holmes,29,37.50,39,104
197,200,Cameron Tringale,20,37.18,29,78
198,201,Jonathan Byrd,19,37.14,26,70
199,202,Jim Herman,19,37.10,23,62
200,T203,Russell Knox,26,36.96,34,92
201,205,Whee Kim,35,36.59,45,123
202,208,Brady Schnell,20,36.11,26,72
203,T206,Shawn Stefani,25,36.05,31,86
T204,T209,Derek Fathauer,12,35.71,15,42
T204,213,Michael Kim,31,35.71,40,112
206,212,Chad Campbell,9,35.29,12,34
207,T209,Satoshi Kodaira,26,34.44,31,90
208,T219,Robert Garrigus,18,33.33,22,66
209,217,John Huh,29,32.00,32,100
210,T219,Tyrone Van Aswegen,14,31.48,17,54
211,222,J.J. Henry,16,31.03,18,58
212,218,Rod Pampling,18,30.30,20,66
213,223,David Hearn,21,30.00,21,70
214,224,Chris Thompson,20,29.73,22,74
215,225,Ricky Barnes,11,28.57,12,42
216,227,Joey Garber,18,26.56,17,64
217,229,Wesley Bryan,9,16.67,5,30
